"Genre","nintendo_wii","first_gen_nintendo","nintendo_game_boy","nintendo_ds","x_box_360","playstation_3","playstation_2","super_nintendo","nintendo_game_boy_advance","playstation_4","nintendo_3ds","nintendo_64","playstation","x_box","computer","atari_2600","playstation_portable","x_box_one","nintendo_wiiu","nintendo_gamecube","sega_genesis","sega_dreamcast","playstation_portablevita","sega_saturn","sega_cd","sega_genesis-2","wonderswan","neogeo","turbografx_16","interactive_3do","genesis_gencore","turbografx_16-2"
"Role-Playing","5.48","0","0","46.11999999999996","44.749999999999986","29.93","11.54","0","2.1799999999999997","9.339999999999996","23.76","0","0","1","15.95","0","11.430000000000001","6.149999999999999","1.06","1.03","0","0","2.1299999999999994","0","0","0","0","0","0","0","0","0"
